variant,E[r] nominal,E[r] real,volatility,sharpe,max_drawdown_est,blended_TER,equity_pct,bond_pct,real_asset_pct,gold_pct
Mod 1: +Momentum (IWMO) (Q_mom=0),0.07708945586979372,0.050818981336384184,0.1302111424452703,0.2848408759287476,-0.3033919618974798,0.0016580527106210467,0.7861036008596731,0.14915095453250862,0.04427705755089696,0.02046838705692111
