variant,E[r] nominal,E[r] real,volatility,sharpe_rf4.0,sharpe_rf2.5,max_drawdown_est,blended_TER,equity_pct,bond_pct,real_asset_pct,gold_pct,trend_pct,crypto_pct,eff_num_bets
Trend Sharpe=0.2,0.07580690006118704,0.049567707376767745,0.11630502331301402,0.3078706236515616,0.43684183721325104,-0.2709907043193227,0.0026307157287494805,0.6977363201783141,0.15155875626993606,0.030704923551749874,0.0,0.12,0.0,5.493152964725844
Trend Sharpe=0.4,0.07820690006118705,0.051909170791402115,0.11630502331301402,0.328506017821432,0.45747723138312146,-0.2709907043193227,0.0026307157287494805,0.6977363201783141,0.15155875626993606,0.030704923551749874,0.0,0.12,0.0,5.493152964725844
Trend Sharpe=0.6,0.08060690006118704,0.05425063420603626,0.11630502331301402,0.3491414119913022,0.4781126255529916,-0.2709907043193227,0.0026307157287494805,0.6977363201783141,0.15155875626993606,0.030704923551749874,0.0,0.12,0.0,5.493152964725844
