asset,weight,gbp_amount
VWRP,0.0,0.0
VUSA,0.1476718869555931,443.01566086677934
VUKE,0.10517482912533675,315.52448737601026
VFEM,0.17151036813076254,514.5311043922876
WLDS,0.0337676673563553,101.3030020690659
IWVL,0.16120342009329913,483.6102602798974
IWQU,0.09573480734986028,287.20442204958084
INFR,0.027333424083265556,82.00027224979667
AGGG,0.1733343489559163,520.0030468677488
IGLS,0.08426924794961102,252.80774384883307
SGLN,0.0,0.0
