asset,weight,gbp_amount
VWRP,0.0,0.0
VUSA,0.1073007650193905,321.9022950581715
VUKE,0.11175110650175112,335.25331950525333
VFEM,0.2015777910536888,604.7333731610664
WLDS,0.027641005180443424,82.92301554133027
IWVL,0.18081402968868987,542.4420890660696
IWQU,0.09166170422172107,274.98511266516323
INFR,0.07766245783369015,232.98737350107044
AGGG,0.12311304005605922,369.33912016817766
IGLS,0.07847810044456577,235.4343013336973
SGLN,0.0,0.0
