Portfolio,Expected return,Volatility,Sharpe,Est. max drawdown (1σ-shock)
BL Recommended,0.07420083810047502,0.11796246718990003,0.2899298303537289,-0.29490616797475006
60/40 (VWRP/AGGG),0.06673580484624324,0.0966899490560696,0.27651069327525857,-0.241724872640174
100% VWRP,0.08239598634877181,0.15291567933212333,0.2772507471695585,-0.38228919833030833
