,VWRP,VUSA,VUKE,VFEM,WLDS,IWVL,IWQU,INFR,AGGG,IGLS,SGLN
2016-05-31,34.93990764665217,1557.2369647457238,6504.2998046875,19.702785499562985,75.11051797885669,55.36430599144137,19.732890414035527,21.924873514546746,62.07972175546255,51.718554673027874,86.18847494454435
2016-06-30,35.11863747566106,1588.0814828130788,6724.39990234375,20.82635225388501,76.51525324541022,56.616739202809285,19.95820381202377,22.697831456317264,64.46795278324205,53.01110767655209,95.6922599842315
2016-07-31,37.277651234267445,1660.4130760217538,6781.5,22.33236583931707,81.34098185723336,59.01944461721304,21.16911463324303,23.88848742829964,65.44659129787199,53.49546023322759,98.52781644708259
2016-08-31,37.77267255351383,1674.670675546748,6899.2998046875,22.750917764224184,84.0642025283863,59.93633744922192,21.30333637561181,23.704702136415154,65.95014016704178,53.893837937749005,96.25528434575303
2016-09-30,40.460417198096785,1774.9457508978282,6954.2001953125,24.751033861312205,89.91730866027305,62.9737022842436,22.629157962922882,25.623711369381,70.02045570893054,57.266073520718116,102.84889845392625
2016-11-30,39.21098868989278,1760.1473668198876,6783.7998046875,22.943487634708376,93.4251832509146,64.87300007605535,22.00057389816848,23.260461116776828,66.16784565173847,55.70914069771092,89.45587067575984
2016-12-31,40.10108836556981,1814.280848608864,7142.7998046875,22.90578913724933,96.90540639363452,66.96757102806654,22.500931790392904,23.828023111840835,66.99870058446167,56.396530113237816,88.82466198145461
2017-01-31,41.11690979003906,1823.09609375,7099.2001953125,24.393359375,96.33062744140625,66.89868774414063,22.95757293701172,24.260470581054687,66.56122436523438,55.80750732421875,92.44000244140625
2017-02-28,42.355533024305956,1900.1300935611205,7263.39990234375,24.93897300306951,98.6685368029754,69.7695550216629,24.008097449997077,25.04774195032243,67.18221044975078,56.066302184306686,95.84899888738646
2017-03-31,41.291587994844306,1827.091270621912,7203.89990234375,24.8737457141103,94.66486107882092,65.97864895445217,23.283670080383075,24.98583031444331,64.58861819615875,53.96472318918683,91.80617278738208
2017-04-30,42.358886408557964,1861.3450244960857,7520.0,25.53891369943663,96.94747557511032,66.90397880610689,24.050022233634266,25.594473773897434,65.79656550378586,54.58047672857898,94.28514259028074
2017-05-31,42.6219391591017,1853.6371656005379,7312.7001953125,25.85757344817925,93.5606088231085,65.6426577108059,24.343684577105492,26.20608680180229,65.21006735402946,53.769326604465995,92.70491561460163
2017-06-30,42.05342494078043,1843.6091631630688,7372.0,25.71251754821906,95.73368060971673,65.83407782521792,23.914255139315628,25.538677181692538,64.54074705534536,53.179446365024724,89.78371597822026
2017-07-31,44.441044401214,1911.9134194548997,7430.60009765625,27.810411258696384,97.80382126584217,68.28620973921339,25.052242849715668,27.191825478580864,65.88345697373866,54.201504167299056,93.4556696902862
2017-08-31,43.03343547484055,1844.9630507339205,7372.7998046875,27.45265582749392,93.54327334284629,65.04213239290536,24.507637477260197,26.665580827342648,64.13703216336282,52.37826930832201,93.91833781159004
2017-09-30,44.45392213279747,1906.8029233538991,7493.10009765625,27.823088042929655,100.5836191202113,67.71246095749747,25.02214818981193,26.58516412873483,64.66077426905777,53.00899775286251,92.01904175186138
2017-11-30,45.62018900964204,1973.2679327666795,7326.7001953125,28.187251875645313,102.95366698731866,70.13278937109297,26.249597674602292,26.786804633203534,63.641765361109314,52.0357989418751,90.25704099432147
2017-12-31,45.52021987454338,1978.0971397152716,7687.7998046875,28.600240851599324,101.40931736193589,70.50247245967623,26.153521638806918,25.96506822746876,63.45338011600178,51.5862453874555,91.48368853975737
2018-01-31,46.36781181554208,1994.795848053911,7533.60009765625,30.021714692529578,99.67896802114929,70.41047352561307,26.844266484275085,25.42745711365489,60.050807688236375,49.21502840843779,90.17451165773754
2018-02-28,45.08850481223571,1951.542348634373,7231.89990234375,28.7583814648344,97.56939920090964,67.69468877858229,26.763837663682537,24.12543770976808,60.37742960639382,49.997243097112936,89.88875005314925
2018-03-31,44.84873568766512,1917.6941739407969,7509.2998046875,29.197553915071584,99.49579445518187,66.59212495555968,26.14447094969006,24.470461463376378,61.38086675990873,50.612084770348645,91.34366371361662
2018-04-30,46.68272748394718,1993.478616333519,7678.2001953125,29.416454239997428,104.40005596307873,69.7825863108889,27.249560959955257,25.8776750840725,63.03064337528081,52.34138662617031,93.79259792259954
2018-05-31,47.16425746098141,2047.8894809529206,7636.89990234375,28.804737025627844,111.45169014989463,70.34338671054086,28.584005030418584,25.587117277047703,63.801070335618725,52.8122451130653,93.18670231083048
2018-06-30,46.63868078484814,2069.495201743494,7748.7998046875,27.472079430834263,112.77339570918559,70.7236802866085,28.82613541917564,25.71450051611819,64.22451821859997,53.120656217005234,90.3282475377977
2018-07-31,49.06468431132967,2164.5441987593663,7432.39990234375,28.90169412513203,115.31166317159752,74.72723581198605,30.18755217865826,26.87890593218662,64.83172726293206,53.593754466566445,89.14759258024061
2018-08-31,49.3302129700968,2226.626599846348,7510.2001953125,27.770195530118087,120.53255679199532,75.60934374487134,31.58930057671587,26.144455790147948,65.08600642966567,53.69165085718813,87.1075809933506
2018-09-30,50.88887994663916,2292.864973561113,7128.10009765625,28.309134573760943,120.39458433593619,77.38536972278682,32.557164941641034,26.492608714697617,66.33444195343382,54.97855820480647,88.72520094501445
2018-11-30,47.57029190877084,2159.004791513317,6980.2001953125,26.935393735655346,108.65917035001937,75.08754950636764,30.2477544152211,25.84834216026328,65.84293093734667,54.935666012518396,90.37538363530267
2018-12-31,44.02063984108404,1974.8965438483926,6728.10009765625,25.79426874768035,96.01382400538535,68.04310685505381,27.794947927075366,24.799113160002346,67.66421490918981,55.672743719468855,95.52075178547548
2019-01-31,46.48072417856397,2061.4976426535836,6968.89990234375,27.95682018242602,103.77898325565181,71.9746509147929,28.981418777378853,26.48410129382775,66.36589717029368,54.1797879469702,95.1044050269942
2019-02-28,46.908249433479625,2090.7342900636218,7074.7001953125,27.113090596983625,107.5058372386548,72.47647842863535,29.713350940808255,26.78641539778963,65.12670462952114,53.310865080657265,93.09788904533944
2019-03-31,49.0693615259685,2191.6997146243257,7418.2001953125,28.23775400615034,108.10727780329589,74.97113326285358,31.31004994512148,28.182898162853192,68.49326492576351,55.24404344302861,94.34423372727694
2019-04-30,52.048058823646194,2336.16102876717,7161.7001953125,29.641950627290946,114.94574583511655,80.49267469651261,33.49271298429435,29.33626854085831,70.11188710833372,56.75551757659707,96.11644325982363
2019-05-31,48.55606388328752,2167.6601114047735,7425.60009765625,27.28254003785103,105.19954194167005,73.91017084043338,31.51419676602406,28.637283980014594,70.96655490634329,56.78207638336733,97.14087622246852
2019-06-30,53.30767116530934,2418.8916675455885,7586.7998046875,30.02051462611053,117.08038783394296,82.8966987692087,34.742274080141215,30.89193259446385,74.90173940284802,59.541771271446514,109.52503319972413
2019-07-31,54.0280901547787,2451.183762908152,7207.2001953125,29.452222275274107,118.31986461508174,84.8434262361124,35.31214837672514,30.786635513991204,75.06127646032088,59.52626926057038,109.55724382550436
2019-08-31,52.25724729874821,2380.558186297935,7408.2001953125,28.028734740487437,111.25730315461524,81.68131745371721,34.65890063241254,30.591796014373575,76.30209335377245,59.34054701512453,116.9348782652409
2019-09-30,50.91065287079425,2307.2412896015194,7248.39990234375,27.15851732377914,107.79000465131149,80.31604229385607,33.03325419759148,29.796423350285888,72.26027386375038,56.46887437338038,107.63673941032015
2019-11-30,53.409872130783896,2429.218216096606,7346.5,28.206430606520662,115.37081224468083,85.95333211081612,34.79160534488953,29.948796811645593,72.23355426229337,56.49890872360075,106.62023535208174
2019-12-31,53.82580706744812,2463.792960188218,7542.39990234375,29.33608678537565,116.50305045177231,86.8020447254139,35.07768738392056,30.22472597752184,71.07378556928585,55.71011080899017,108.97554020405435
2020-01-31,53.79199739741507,2464.2973854021543,7286.0,28.171317776294455,113.51062568870458,85.12390830733344,36.163139160424095,31.16313633707118,72.93164598833883,56.31555468001257,114.08812558783802
2020-02-29,50.81384232473502,2304.672732719065,6580.60009765625,27.679887940375234,105.65420078980013,78.69640775136111,34.41657451277787,28.960409089797334,75.49113644042365,57.916544706718135,115.75554790280192
2020-03-31,45.22370075060489,2072.4017844298546,5901.2001953125,23.96332495971785,84.94207580720351,67.91616418123446,31.634538855490757,23.029207607962242,77.18721305806088,60.275924601711615,118.71092903544877
2020-04-30,50.17761237714653,2359.1992708192206,6076.60009765625,25.989211191368334,98.0730673672385,76.60346990473198,36.629518476291054,25.090935251215004,79.31041391476855,61.073852150079986,128.63514666419977
2020-05-31,52.88066455075969,2472.923386556373,6169.7001953125,26.837191106373517,104.83036308436954,79.29913847932033,38.92140492711431,26.67772495326748,80.07856486039894,61.2207115118096,132.3334188062659
2020-06-30,50.657085467888145,2363.413057972923,5897.7998046875,26.69421288578179,101.41041476452627,73.25463395253257,37.930095380328574,24.54871356012436,75.66065406276289,57.46767404113267,127.58949226971049
2020-07-31,52.86125357465407,2449.087704814369,5963.60009765625,28.54541645919296,102.85291690255225,75.06365479255113,40.00103175309399,24.92475280097313,75.2944476064444,56.499604836779966,138.83143965882175
2020-08-31,58.1806198551092,2720.4760316464985,5866.10009765625,30.48805399531855,112.61655229869977,80.67100419966883,45.44353572683326,26.27050729568307,77.52991281944092,58.644999755402274,143.65172841647433
2020-09-30,56.10420225191196,2597.110430885805,5577.2998046875,29.987806393680078,107.83890652667077,77.56370029718992,42.893248590966984,25.34124293181976,76.96764273576757,58.271464151522856,136.78269010921514
2020-11-30,59.54528990528825,2716.5120811529864,6266.2001953125,32.19177765191908,127.06191931805968,84.10047481950832,44.46489499194268,27.433303247660998,75.23748826184871,56.590613878263724,125.01582940332905
2020-12-31,60.50097614802012,2755.6033226201785,6460.5,33.38585714874173,134.60254749139622,84.48785694251882,45.1236077220423,27.27507381564599,73.56604524887511,55.356019894301575,130.8520345359534
2021-01-31,60.44778060913418,2709.935390453209,6407.5,34.61031600616277,140.78682530380257,83.19541769059079,44.76107486244322,26.80907061523467,72.82061719162728,55.10591111025295,125.93745978450497
2021-02-28,60.837065818925815,2735.929330891069,6483.39990234375,34.32208241922437,147.11497799121153,86.68540833927526,43.999719306220825,26.600741510810305,70.446432501875,54.16961092761421,116.15935602000867
2021-03-31,62.47077352366485,2847.3701917811027,6969.7998046875,34.017178706633096,148.64357592684516,91.62287634916173,45.076953545177965,27.842126226772802,69.52418157476319,54.055853095692335,114.64333704415998
2021-04-30,64.07829876523283,2948.5610738977216,7022.60009765625,33.872953487746486,149.15327791676754,93.90434993140182,47.45729427272483,28.3496866004896,68.91878513975198,53.22055255158314,116.8234363651037
2021-05-31,66.60737399154006,3037.049048939054,7037.5,35.27122837079859,153.2056165028022,98.47487538254155,48.18148873028281,29.252849497039175,70.74361454743429,54.555917140832904,128.86171907892577
2021-06-30,66.66967730518587,3090.83519840652,7032.2998046875,35.295016739360506,155.1482700603111,96.58863287334673,50.60631671652008,28.132082162446903,71.01879705694537,54.22238622824929,119.12392065248183
2021-07-31,68.46742173187484,3194.1231111999377,7119.7001953125,33.51368301208972,151.30727917409425,98.71943650536437,53.1320620813682,29.151550071995334,72.56856709921044,54.87833685015016,123.41159318516354
2021-08-31,71.69642137491931,3368.491927967759,7086.39990234375,34.8866424378586,158.48807691730576,102.83438556371932,56.69757729380734,30.287057304330386,74.21895726509538,56.22603696862824,126.38510380229748
2021-09-30,67.3437747518114,3146.4855155099162,7237.60009765625,32.88971028233348,150.5035524182846,96.9669766861883,52.29463998980147,29.314348091711533,72.12195881437908,55.0872538577124,119.95613517510611
2021-11-30,71.291354800957,3429.9540896789113,7059.5,32.78221502164248,154.79903748351197,101.42181594813219,59.53594042188748,29.778699456760307,74.33752090855512,56.41756033029675,124.29546788742277
2021-12-31,72.30540473517512,3530.929368019234,7384.5,32.343612826558015,155.6922185632825,106.53308906908049,60.128717746909544,30.825166188947772,73.00168502769874,55.49626927095881,126.65230566190502
2022-01-31,70.22934000451991,3368.96142713302,7464.39990234375,33.05017967146932,142.2764303566383,106.03295517076104,55.52871439400468,31.1319687675906,72.2254592110678,55.548101818487126,125.40858554177198
2022-02-28,68.23339688416692,3270.657341440551,7458.2998046875,31.693541169637225,144.0706787007961,104.76074733498325,53.192040587909986,31.809728305032593,71.45572151827422,55.41758388692207,133.38543289384967
2022-03-31,73.97357448603232,3602.7137527966797,7544.60009765625,32.56587688930234,154.68600408260036,114.25806687080616,58.98594713702743,35.72562794415106,73.85340918366099,58.10798689389154,143.65812255555653
2022-04-30,67.61825868194161,3267.117399136024,7607.7001953125,30.39383924540182,138.85198900188422,108.4578752748822,51.36547319327105,34.11831929034441,70.63557760373416,57.48211769341197,139.8827488502784
2022-05-31,70.80498277912183,3406.048637840378,7169.2998046875,31.87900744932809,145.03059686892587,114.92821373443029,52.84128522158683,37.220046082836106,74.17566248867163,60.27462178773458,141.06728351517177
2022-06-30,64.2101528325513,3107.8648139444704,7423.39990234375,29.861377037397066,132.0229829213632,104.61049711049642,48.19957002448586,33.90357751137626,72.73194101861877,59.664362280307,138.30868859425647
2022-07-31,72.48444839862745,3542.3433561784873,7284.2001953125,31.3489758940926,152.88362876219645,116.18848039070345,56.88173119057692,37.17153372657506,77.9029772448855,62.57102387689013,140.74037437370424
2022-08-31,72.36413398813141,3540.91139371282,6893.7998046875,32.29113369334847,156.3989162404481,117.8315092438252,56.168655971232944,37.95332269040982,78.84148639761374,64.78191206759388,142.59443054489165
2022-09-30,63.154223106963556,3092.1313717515945,7094.5,27.51427371870023,135.3929651001893,103.13729112069962,48.60758098679728,32.30920037321427,72.78623696309842,61.64554266777474,133.38277284714047
2022-11-30,70.62443786032244,3415.215310934125,7573.10009765625,30.258754132136364,150.0776576712677,119.05040565258393,51.8960481265104,35.918410681245085,72.38315292743695,60.14254152941107,137.95255820014722
2022-12-31,66.01121251640004,3173.4042673773315,7451.7001953125,28.653507231777493,137.90095229537354,112.34917155465382,47.23089940934277,33.93438884691585,70.68855885861707,59.307223343473865,140.21000077640272
2023-01-31,70.03983167355965,3299.9262268624243,7771.7001953125,31.091663298098545,149.0041877035314,118.3690951590178,48.95964096741095,35.374325807908725,71.86500303629494,58.7850570478953,145.22880887592046
2023-02-28,69.35369261745338,3291.5717924501078,7876.2998046875,29.43459420524192,149.981891232749,117.56322709728788,49.15485909626949,34.92455444628627,71.4678870429766,59.61224324400186,140.76119759967708
2023-03-31,68.73338282058168,3267.5794253747495,7870.60009765625,29.138796565037705,136.3707080863118,113.71320190048475,49.73639461666451,34.34554011419857,70.35756454867753,58.107606233042475,145.6901274835374
2023-04-30,70.73473535311159,3359.266619259082,7446.10009765625,29.27721258767426,136.1962597182668,117.7763737346612,51.29993057900643,35.726251546797315,71.6892920710622,59.008376236429385,148.88966595324783
2023-05-31,68.86866773943945,3313.476455888362,7531.5,28.11462112183002,132.91332653683773,113.71408375263326,51.75204055519582,33.2354048280823,69.73250459935264,57.83337245665344,144.53052885278709
2023-06-30,70.77318011983654,3462.262126846293,7699.39990234375,28.580937146655824,140.57224766217848,118.73462350018845,53.844331209434976,33.074492742440476,68.17352259473705,56.47088814959684,138.688718805552
2023-07-31,74.89515208339233,3610.001723648666,7439.10009765625,30.886700765776403,151.24547026443472,124.64010722257557,56.25324243821826,34.55294761739801,68.92635668874149,57.26875696422519,143.44946173959477
2023-08-31,75.74932883080284,3693.8966388690637,7608.10009765625,30.042324542080028,149.54361119799964,126.20847010544698,58.211592231571885,34.20936493258415,71.33909552514142,59.8969682748612,147.52116744853328
2023-09-30,72.72942318199598,3524.691015159865,7321.7001953125,29.195734636908732,140.5612701080451,120.1515312333666,55.34818930586334,32.69053227673906,69.70634905081326,60.03761157853396,140.9284619623712
2023-11-30,73.95236472244052,3597.7133474359443,7453.7998046875,29.162327813409874,137.55423167529068,124.52301345193798,56.441174741866824,33.328564359828775,68.74175227289585,58.309416544372056,148.66421983548204
2023-12-31,76.51283383243253,3743.6870096918747,7733.2001953125,29.537730533587354,153.1329738371968,130.37769399888958,58.19640075966123,33.925744592821694,70.841445137792,58.549026087578106,150.04321476148496
2024-01-31,77.73025945074667,3816.8213009730634,7630.60009765625,28.837050801205322,148.22771164852713,131.7239319883712,60.239343827897834,33.463901322911575,71.3950282668156,59.312128800564366,148.43828526952748
2024-02-29,81.44234332232685,4024.5244380220333,7630.0,30.115949268182472,156.9674072784013,135.95705653787587,64.74901362905712,33.749381432380716,70.31411759445142,59.05962132355537,149.4981052056832
2024-03-31,84.79098233028539,4183.461163824347,8144.10009765625,31.19106274078898,163.36102541235772,142.73618530558792,66.5661140532636,35.50292451444992,71.53313540124623,59.749799946601804,163.79221401950295
2024-04-30,80.68462862477199,3955.635096039901,8275.400390625,30.70563779496886,150.51697309058642,135.39583320652744,63.24775937487329,34.79911913521155,68.82388931376018,58.66721752710049,166.42811575672783
2024-05-31,84.91271135976174,4171.94531223275,8164.10009765625,31.50394752453144,159.10559655214627,140.31863396115963,67.84931075813637,37.3224747627287,70.40815591485044,59.46937512739612,170.19766487331253
2024-06-30,84.67027920128018,4253.713637045765,8368.0,31.63938742427867,154.59372655183225,136.69024273914718,71.44716036652319,34.95523656554641,69.99482041582284,58.9228842230698,167.49277517841037
2024-07-31,84.76044668368766,4205.866309214156,8376.599609375,31.410151061757613,167.2308652882628,140.67001899450685,68.96625594673512,36.314305566513596,70.09022958194926,58.28217569678227,172.54387825502573
2024-08-31,85.23274287316585,4220.484320091952,8237.0,31.116992632935485,161.2953663063241,142.01682913020753,69.12104938181432,37.2350773030494,69.77093299879823,57.68926928282908,172.81987942341863
2024-09-30,89.95320533924101,4446.502373638879,8110.10009765625,33.97930639833403,167.18202773306518,147.35515430883365,73.28682290765497,39.99558837719522,73.00915926850584,60.02556276016364,187.55238365149725
2024-11-30,93.25402573659002,4737.5958277397895,8287.2998046875,32.62324606765168,186.9541910642546,157.7336117161974,78.76918698278931,41.657111416091034,73.23871099658813,60.894902479708996,192.87680228827944
2024-12-31,91.30263351758111,4686.894261745594,8173.0,31.9994741115349,173.29459718947953,148.1758416756539,80.37473200919507,39.66473926391004,72.81839568490275,61.744266785042235,192.94613110524827
2025-01-31,95.95517143376378,4862.022286475648,8674.0,33.574934997619444,179.94640913781197,154.65259684246462,83.41683024807507,41.430914017236354,74.40485146411517,63.019359761333945,208.11493614520003
2025-02-28,94.34129153150371,4726.2059578810085,8809.7001953125,33.48834012507092,168.17817704388912,153.30521565328038,79.873873894332,41.070518635929936,74.76498544195118,62.39323649666696,208.96266531323934
2025-03-31,85.37305958600116,4184.576834234239,8494.900390625,31.817713219535655,146.8378670179621,139.18918379809756,68.8524738684011,39.45001497805737,70.23734594156869,58.88934815672115,214.85677794874394
2025-04-30,85.48034863313184,4136.563982173606,8772.400390625,31.737827941528963,143.19419784194417,133.97051973991267,70.00957056086058,40.53335524546621,70.25083447771395,59.11850570823753,225.633047982701
2025-05-31,88.65634758207169,4308.912312920903,8761.0,32.39666546817411,147.87781631992348,135.44902059292886,75.18148299464188,41.616030443216914,68.52120558503321,57.880365650867475,221.28795952906714
2025-06-30,95.41864585623412,4680.2697738448005,9132.7998046875,35.52891705095022,161.03073288347767,144.93811818624457,82.69873401103914,43.21225535220785,71.93734786574825,60.23727238027415,229.92715934988078
2025-07-31,96.97266933829613,4771.842977102114,9187.2998046875,36.03681321146492,163.83231834146008,146.4159378908963,85.47305536661923,43.759920892010776,71.60545644125317,60.06441917184272,228.04677995667726
2025-08-31,98.44114818859258,4807.725168450869,9350.400390625,36.582295871506524,173.62634234390566,149.84230793149845,85.24649145522868,44.19409862383551,71.62743088371069,59.90573617893784,236.70769210842354
2025-09-30,104.13777398142292,5082.761297001746,9717.2998046875,40.00772630081244,182.41529374174888,154.96807574180886,91.45756708310311,45.70400951782277,73.96988927731168,61.35797473225688,270.1323137167295
2025-11-30,105.81593721711073,5167.953462600689,9720.5,40.40866733156889,186.73384769709241,158.94792318796152,93.09048570963921,46.820610242084854,74.34809502632984,61.391113624882884,292.67331281059353
2025-12-31,104.14765695703962,5083.091743158247,9931.400390625,40.051473722823125,181.8504877002106,156.1621427934097,91.3504940735254,44.833793864339036,72.71994096894213,60.41710937599583,294.27800399111135
2026-01-31,106.25093866239206,5067.2056912656235,10223.5,43.15759665169281,189.27194201416393,158.0557992582628,90.39301485972796,47.03521201613217,72.16740421665314,59.901386193534336,324.92341206075514
2026-02-28,109.23953529818685,5098.694645640613,10910.599609375,46.384923955049594,193.41566294389082,164.01030231984217,88.54336404902482,51.41774062021563,74.17990923928012,60.9398734750431,358.5603436674919
2026-03-31,102.58294352082248,4840.02908196204,10378.7998046875,42.102230700601986,183.53253289533282,155.96428369106468,83.78438248864013,49.67158674880502,72.87360918705211,60.688600099601814,319.00279830721104
2026-04-30,112.81546291441532,5366.819386931751,10466.2998046875,47.63799644374836,206.93754621476452,166.5133661174912,96.64580223506404,51.017842670830895,73.28069077472541,61.03901759702039,315.3979249637293
2026-05-31,116.11740597277353,5563.176770325021,10466.259765625,49.040413598136425,212.2404837368156,169.7432592460997,101.69856323080906,50.17188963487156,73.27775706726614,61.12931188933139,308.0434905954804
