,VWRP,VUSA,VUKE,VFEM,WLDS,IWVL,IWQU,INFR,AGGG,IGLS,SGLN
2004-12-31,13.249126513640519,631.2770396864206,4814.2998046875,7.572725796561493,25.350388326153606,20.043761772810182,5.715510226258393,7.942305999989541,26.884250273605776,28.154019016571585,22.81498189156673
2005-01-31,13.603232990938002,626.9354383507008,4852.2998046875,7.768700992648771,24.859190858642197,20.034715375224476,5.748782724712561,8.01818473113399,27.691137021162874,28.780746703486923,22.407421279490457
2005-02-28,13.805337759301729,627.1357282130033,4968.5,8.365472295263105,24.806515460080547,20.037822206263066,5.781779989615782,8.422361204031395,27.003768766734677,28.123879906066247,22.68130445107035
2005-03-31,14.066535572528025,618.4992858238007,4801.7001953125,7.74573016561481,24.126005774987814,19.63796728173066,5.674693006656506,8.446097524449526,26.891710703524915,28.28425880214125,22.432969953138723
2005-04-30,13.772181703445435,636.4409739676861,4964.0,8.032511847402557,24.00977606230174,20.330175971613585,5.890450310492812,8.521367367552017,28.70917795202303,29.846527548100696,23.84900015785825
2005-05-31,14.228555903039299,665.5361858291973,5113.2001953125,8.413220769787946,25.953180735178826,21.333640165012586,6.172072111304257,9.294804708146193,29.39375680100274,30.42336459314239,23.264442429973727
2005-06-30,14.321546386840811,679.0580814271744,5282.2998046875,8.926133679639184,27.500973849305858,22.020988178453333,6.201775161760093,9.430773884920077,30.254411947769277,31.1226734840648,24.760799453361507
2005-07-31,14.823995975632153,684.3651920135986,5296.89990234375,9.35060016333988,28.57855792236431,22.169240079548043,6.310680914452142,10.114077803534414,29.132251429719727,30.164835521499423,23.744118392658894
2005-08-31,14.853311073875268,691.5609460960661,5477.7001953125,9.682580765105701,28.621744514933773,22.434534143968108,6.398006398354446,10.142756789474113,30.123709986302366,31.03262112300065,24.594779442144993
2005-09-30,15.76215687368684,694.7200890923415,5317.2998046875,10.495569544453804,28.4939866780692,22.550280944293092,6.3916066430784575,10.43319018290652,29.76924940686318,30.848964043403402,26.402313737380993
2005-11-30,16.30584087459722,721.8620841883354,5423.2001953125,10.626654026582056,29.672808815735873,23.5498478816552,6.668036827963191,10.767431844533903,30.22205166755108,31.61830819607099,28.36654271073341
2005-12-31,16.504871554296454,725.4562262297125,5618.7998046875,11.21723866617515,29.525917697553922,23.61705357861015,6.6716094477793755,10.360118078980841,30.62497924207903,31.8188419778542,29.976233332264115
2006-01-31,17.145229016038694,719.7121657761269,5760.2998046875,12.531200014584472,31.094776084440344,23.619761880329975,6.60850831070316,10.418310805682799,29.835962347663138,31.021538438028422,31.879008928767114
2006-02-28,17.869874337422925,730.0530670545983,5791.5,12.216330654875227,31.627479059730117,24.216766391622002,6.697101460404462,10.415179181998248,30.187743959402273,31.366869885895007,31.96326437498042
2006-03-31,17.99159942354254,709.7959709106782,6023.10009765625,12.001601232682555,31.832936488488365,23.668504581718476,6.483470069351463,10.697989142510226,28.775411171904455,30.202050419487154,31.84809670650798
2006-04-30,17.99331899518199,700.2589337971411,5723.7998046875,12.46029297875063,31.192785969437427,23.8119782425466,6.325865118897021,9.737443333127501,28.001921761039345,29.507987263587946,34.77758596826546
2006-05-31,18.37854266636392,686.9027944598984,5833.39990234375,11.207190326007643,29.77984345949336,23.46475788392184,6.176750919918214,9.7144882293985,28.289579693085084,29.91951552156078,34.737514649641945
2006-06-30,17.892176786442196,679.8998854817141,5928.2998046875,11.115654407843728,29.416276553460936,23.210008491083915,6.08719048493233,9.99333187256221,27.950771238892344,29.67991963620105,32.77457981194549
2006-07-31,17.697403997362365,670.8337888388934,5906.10009765625,11.167593619593903,28.094867846803055,23.102458589981293,6.005839649974289,10.033533386697666,27.817583381132653,29.32593566663345,33.18805387992581
2006-08-31,17.51387555962991,696.591882907306,5960.7998046875,11.534428779194277,29.422729732027733,23.818446455702208,6.306921982680793,10.40887461357666,28.728914885709983,30.038025573424477,33.27967879885855
2006-09-30,18.261351944255416,700.0254807055302,6129.2001953125,11.214850788771054,28.951296914637712,23.86372958762739,6.3160460315880735,10.87424602390366,28.469308203704962,29.591303831232587,31.164065540983355
2006-11-30,17.95108845627305,712.2763531378365,6048.89990234375,12.348773002824895,30.561637937776144,24.518950592144247,6.475015389069753,10.426558708371509,28.105449046205038,28.973827851203307,32.74488893135172
2006-12-31,18.628974413870157,723.9145498781323,6220.7998046875,12.887470293649457,30.6583084261807,25.012483694896233,6.493824717655049,11.025248728314374,27.943840470584856,29.01410024120419,32.263016611218056
2007-01-31,18.89618732036808,732.5244034821412,6203.10009765625,13.057818384961795,31.24236161880379,25.57369544324599,6.590222311056003,11.059766275437338,28.07786251190103,29.192491583744737,33.0192170579964
2007-02-28,19.522285783602882,716.2964400168566,6171.5,12.631154096714086,31.027881287401627,25.085948147985842,6.437969074717334,11.097008709255732,28.412749272596752,29.285329443247676,33.84895832795915
2007-03-31,19.492496680947134,710.4299926757812,6449.2001953125,13.065611839294434,30.709325790405273,24.86857795715332,6.354591369628906,11.681702510164188,27.84822654724121,28.89893341064453,32.869998931884766
2007-04-30,19.696836050717682,748.7450968869116,6621.5,13.690579423567796,31.586866328480518,26.31753820008603,6.753019421698795,11.819889938786154,28.29895514256661,29.27427230648509,33.88715770935805
2007-05-31,20.64358857506925,762.1416333698621,6607.89990234375,14.179758700708176,32.499867453847166,26.880828009228015,6.853621679683257,12.594568779672997,27.643505576851187,28.84244364058042,32.63433347804785
2007-06-30,20.8312889824264,740.7907103735258,6360.10009765625,14.548696994546432,31.639542943610444,25.94129508709025,6.6764989085816735,12.472421815834284,27.239340872617735,28.677039331004035,31.669682537071804
2007-07-31,20.548849923277384,721.435568457572,6303.2998046875,14.741205714472798,29.660295675543363,25.22258259459361,6.586242994515934,11.676219239741021,27.699158922324685,29.106714544541447,32.61473545961306
2007-08-31,20.199613083086806,720.5010291186803,6466.7998046875,14.6864424962092,29.867755132103735,25.158107148846536,6.599591662303163,11.355913836609409,27.659314575842394,29.00140141012742,32.51563874642029
2007-09-30,19.791047456955145,734.0919473529934,6721.60009765625,16.118044334719556,29.86460590118501,25.369761273087917,6.769499512279338,11.373961642741591,27.38092067033419,28.684096523409732,35.34507982191461
2007-11-30,20.502746687922972,720.1599156074121,6432.5,16.83890498298817,28.991281828351504,24.878244912390524,6.750033559964527,11.535859509677243,28.47631825743217,29.66879850690037,37.59453117483061
2007-12-31,20.830910353883706,739.1283485434502,6456.89990234375,16.9699210226047,29.720187735956333,25.03766630392811,6.974138630936468,12.612558316734681,29.362557399851603,30.714279327892555,41.5078887685761
2008-01-31,20.40135343448609,692.5283840367939,5879.7998046875,15.622704929813635,27.81564317539405,24.26686916111723,6.384329516600393,12.935203372778231,30.2245407943276,31.37110525559335,45.91570354045896
2008-02-29,19.242202979944064,669.7992098960119,5884.2998046875,15.96631289906117,27.054364518948365,23.16122171786861,6.324048726379615,12.829382003306952,30.11564417297559,31.674988171242603,48.41412562155357
2008-03-31,19.083651854008522,665.4106456118631,6087.2998046875,15.357923884455095,26.81443010553689,22.82436915560114,6.276237729037526,12.622705366824363,30.14544373547849,31.758881663162683,45.48255925561593
2008-04-30,19.152198837158462,699.972350324772,6053.5,16.831680415985705,28.199128633669023,23.936496947399444,6.688779758323695,13.224565385777671,30.361281108203183,31.6201745647414,43.77384848323891
2008-05-31,19.18686532003993,702.6546858314571,5625.89990234375,17.246643287589034,29.290964123469713,23.78107670444129,6.811711694090697,13.423008598866145,29.800049251221726,31.301968188639478,43.878911379323114
2008-06-30,17.74230960064758,645.4527882029507,5411.89990234375,15.547765673396178,27.221350604689423,21.100571417167235,6.423019423182328,12.444642361429624,29.87140474799588,31.511590466690414,46.08936392705664
2008-07-31,18.82020275125737,700.0119997308343,5636.60009765625,16.276984612653656,30.796501952833594,23.587900556727778,6.852605342990638,13.171800237482053,32.85040118717323,34.66702801232105,49.75388752747787
2008-08-31,18.800786261495162,719.8471915433744,4902.5,15.492193608698779,32.52738519889827,24.303496134414996,7.088773096933118,12.804880520562103,33.61598959143367,35.36433547558485,45.8507482494912
2008-09-30,18.28941857989137,725.6625679121747,4377.2998046875,14.655015386368014,33.19866863842788,24.74662752217805,7.067940098667667,12.749967125363948,36.61904174570733,39.52994632738213,52.92715388570782
2008-11-30,14.25972696269592,583.9541554951664,4288.0,10.308043612211314,24.255534072341067,19.67302228231274,5.821740721360136,10.024416506513457,38.598022113376125,42.272989302777994,52.326784469730484
2008-12-31,15.748801895883858,616.2964752151056,4434.2001953125,11.74463350214699,26.41971677567001,20.651760830763603,6.154019740981766,11.467514053525402,42.95942420726664,44.367263728662685,59.03345581704357
2009-01-31,14.191728408836482,573.0120776972469,4149.60009765625,10.985654069441653,24.453164298781843,18.649522801724697,5.980592809194219,10.343516424965223,43.148776966183355,45.24614640609002,63.35270391127158
2009-02-28,12.934709823804733,514.8423870875578,3830.10009765625,10.394283883668193,21.726462636622863,16.35463579495848,5.508855266366837,9.197821565149116,42.9426153291126,45.533028148511555,64.87620177064416
2009-03-31,13.63915781402331,539.5356591530643,4243.7001953125,11.728048988701946,22.53084840758827,17.036115818386982,5.70886759414198,9.480833841052737,41.932742428021406,44.1864265039686,61.04914202541429
2009-04-30,14.059905667745685,539.483831682681,4417.89990234375,12.387887533411673,23.840584797493353,17.580451654793347,5.679455427670893,9.168652430471742,38.51800214624594,40.31642774133404,53.941582144601334
2009-05-31,15.262178998523899,558.1753730613947,4249.2001953125,14.111098128557684,24.21979916617258,18.394842692716715,5.866600064719718,10.361120099960836,38.1208069549807,39.62038396022416,58.42033675971393
2009-06-30,14.699323011859352,550.3233346968054,4608.39990234375,13.487220517961436,24.307455432874786,17.886716880117124,5.79142873698624,10.02137235318246,37.743542608692174,39.03519613302958,54.58217098053812
2009-07-31,16.62345148931562,606.1151987168793,4908.89990234375,15.477395241565619,27.1146748149514,20.023587879426458,6.366661105696482,11.125104853556241,39.1788214840766,40.0781111433062,57.29822780660702
2009-08-31,17.426880086558704,637.8058476740514,5133.89990234375,15.550802991561584,28.51517179845392,21.51893751036895,6.619270054265318,11.574709440338582,40.379781384738145,40.9710982038875,58.36752898333228
2009-09-30,17.779075145899554,642.6834948287031,5044.60009765625,16.671748068092885,29.21660769707221,21.44675131868035,6.676015795898186,11.899766812929816,39.753851167015256,39.95670289978493,60.09882423678598
2009-11-30,18.221730419923816,665.7157181030238,5190.7001953125,17.35102498502634,28.222983071958534,22.084600441738388,7.06808541183344,12.14435123395352,40.334047689290145,40.185867659999786,70.26401695100265
2009-12-31,18.754149981225773,689.0982967350669,5412.89990234375,18.073662604159768,30.85368013561351,22.705304425023495,7.314735415974957,12.293701870549684,40.122494163487474,40.29824068863444,66.31435580600302
2010-01-31,18.110301921798087,672.1782232829235,5188.5,17.027674274505404,30.207566609877496,22.673616674287636,7.046869571550177,12.230507126901712,41.47419594771257,41.470576085749656,66.32460562964944
2010-02-28,19.473322924194715,727.5717419763894,5354.5,18.238272109165127,33.213137125546446,24.48229905900769,7.672608272932923,12.91444547150249,43.59746427038171,43.66976022203929,72.08591897661148
2010-03-31,20.543990909617182,764.3278443695795,5553.2998046875,19.56340762511645,35.577170354998806,25.750364306409914,8.025131941524293,13.283310672044914,43.25519291001252,43.21641292802156,71.20863368208421
2010-04-30,21.595014194369487,817.1665830319515,5188.39990234375,20.577380800419114,39.71057030885795,27.782071874741163,8.597542116228913,13.806861516262225,46.016824738056975,45.66576349930385,79.43805220562926
2010-05-31,19.01727307644293,728.9787011470368,4916.89990234375,18.11753483806715,35.680097700940834,24.858213104992217,7.684612939391993,11.993519894162633,45.205203005851445,44.57733885387256,79.5485476278127
2010-06-30,17.303391209761223,656.5828544385715,5258.0,16.894502007667377,31.336686988875588,22.173293938360253,6.9332131274321265,11.069471457527941,43.79188300336955,42.61845632415984,77.5125932185525
2010-07-31,19.376353274091432,712.2725114043188,5225.2001953125,19.148713180928382,33.83653394726747,24.22987659834468,7.553266876900414,12.681134836766955,44.83514229779634,43.341055709682266,74.67352273383314
2010-08-31,18.15956942209828,664.3097942707093,5548.60009765625,18.142055780507725,30.764790776116563,22.62675311692694,7.074183551663937,12.179134160589461,44.47290303869198,42.538568176180306,77.28640589455273
2010-09-30,19.968326261363586,723.4636794078,5675.2001953125,20.30294778219366,34.55430009944615,24.23000891682594,7.766787404172839,13.088621793043032,44.536896154081305,42.64810036239389,81.08854349969889
2010-11-30,20.547937177037337,758.8930318841433,5528.2998046875,20.591937037261822,37.858396370250624,25.25048568925574,8.33011175297498,13.163177489766655,44.86053898173539,43.2531843375407,87.05204246968619
2010-12-31,22.104215743229954,814.6866464153004,5899.89990234375,22.076126490289763,41.029492619026456,27.37967743970673,8.81182067772242,13.726739996721129,44.638055955332604,43.4817039225754,89.86143194307706
2011-01-31,21.999444066935787,812.4934230527865,5862.89990234375,20.875540504076604,40.04510061582653,27.718432780861985,8.75349098024585,14.185535694073243,43.863080810541675,42.52665327015086,82.0440684269105
2011-02-28,22.30097000973638,824.3363577063612,5994.0,20.514989948948806,41.552592504840426,28.257615513047856,8.885133403178575,14.380173625893582,43.12027868992044,41.725869517734644,85.50063179093813
2011-03-31,21.379224211046488,796.2934879716155,6069.89990234375,21.085591326899046,41.10907574873026,27.132105099388948,8.584376682084386,13.701484479968062,41.61624899065987,40.29954966855554,83.99991809291672
2011-04-30,22.629792838495234,827.0430654500328,5990.0,21.87495231707906,42.69747988351919,28.20540717816306,8.985325951626743,14.53318630075104,42.67256185187017,40.91051228014161,92.41392274773935
2011-05-31,22.75632238185466,836.7816297062666,5945.7001953125,21.77582195413359,43.00576503934915,28.401965262642094,9.172703802268286,14.717265100452162,44.308922581892865,42.112090209399426,93.08356162920795
2011-06-30,21.69747755461011,806.8186291310348,5815.2001953125,20.976719776631974,41.22139743098805,27.149813100134427,8.860788986461321,14.088103007512554,43.3255384468383,41.35737354672482,89.19578276180656
2011-07-31,21.53546685415439,792.4390423301344,5394.5,21.04664904802538,39.846130825173326,26.40849150965264,8.878425600203043,13.931514494808377,44.223523554278344,41.63293210755778,97.06500746464009
2011-08-31,20.85632565300894,781.3693974475406,5128.5,19.965891399885006,38.065515631834735,25.898717779028335,8.834224023539532,13.70209324170784,46.9377572458308,43.67318175246138,113.92740001094322
2011-09-30,18.08489359537572,702.2271801710982,5544.2001953125,15.871628282080925,32.61887245317919,23.062887879768788,7.9641173826589595,12.435663167630057,45.82510568323699,42.24470448092485,98.10152027745664
2011-11-30,20.557444048709215,799.4385347066217,5505.39990234375,18.687949854583735,38.78480395056565,26.56821495591809,9.103389306405607,13.759763800024242,47.21487842185253,43.67429018718781,109.07205208970059
2011-12-31,20.374985626532027,815.7799077360614,5572.2998046875,17.930337842033442,39.25340275180286,27.2065375520045,9.202691068916632,13.530981928056027,48.278240955077216,44.194133645452496,98.5928713939801
2012-01-31,21.326396100417053,835.4802211455481,5681.60009765625,19.717656644004297,41.476472247071534,28.203511458121163,9.4507714990221,14.006586526246387,47.98877576760594,43.45025181366244,107.78274359264681
2012-02-29,22.080953072613987,857.7290122024082,5871.5,20.478688986087548,41.97128623174842,28.976328017022578,9.727765756889218,14.308594394588953,47.22138902906327,42.791302433743276,103.18397290283744
2012-03-31,21.834228830324463,865.0822702578508,5737.7998046875,19.403336369698177,41.93636695981096,29.121769212988436,9.78976274253669,14.020553122143799,45.913578188664495,41.81279782020195,99.5741026414324
2012-04-30,22.69738735745002,902.8680842335693,5320.89990234375,20.057034467614756,43.51814387288772,30.375765586835186,10.33138765125797,14.789291962874255,48.73253159282407,44.0600710990604,104.5534307005903
2012-05-31,20.29746837460521,834.2346731115344,5571.2001953125,17.65437271297534,40.07530926394597,27.961090962466347,9.628717508444545,13.437410945781416,48.56200040649783,43.45749023866341,96.5303864719707
2012-06-30,21.027312159722698,866.8786500922326,5635.2998046875,18.316538107454132,41.87475314544912,29.09418181528516,9.928683302045428,13.932440430016815,48.52996230657797,43.39757923034409,98.76291804819614
2012-07-31,21.388543506548608,873.5233007002637,5711.5,18.44075510944243,41.240844616600434,29.351189669110397,10.095918817853235,14.278645687847712,48.957753164987,43.28241471227103,99.10511806398796
2012-08-31,21.50015036670204,871.2074584246959,5742.10009765625,18.109195981528337,41.76034995828644,29.341427514204725,10.107622982647763,14.038153197125393,47.88402337731513,42.334110012606,101.71458029821855
2012-09-30,22.178843903372357,896.2408435266391,5782.7001953125,19.13798198502856,43.143336937514185,30.204853333570647,10.320376970619252,14.427228028958035,48.222793551631,42.528085764672205,106.93276971657492
2012-11-30,22.46319824860189,882.8466274446592,5866.7998046875,19.3914246800792,42.69461864516048,30.2713101992008,10.181750730758658,14.457376108790127,48.420945524007074,42.60983050144613,103.51556978738681
2012-12-31,22.71430705049349,882.383774948757,5897.7998046875,20.424165285669645,43.52907771623596,30.493202573953745,10.030824045330876,14.535620430106972,47.65823209320305,42.27856934289127,100.24178325516924
2013-01-31,24.355123793167067,948.3036450325588,6276.89990234375,20.96803136397919,47.723145800170464,33.446250399463636,10.731728033461753,15.562833639384417,48.847185417907816,43.28193149109069,102.03960068351199
2013-02-28,25.34161637523494,998.6286182440595,6360.7998046875,21.340397214415585,50.20534685958414,35.24014340072618,11.30965002885211,16.120739047869353,51.079510946118155,45.09623432409275,100.8729059427488
2013-03-31,25.260272294729138,1012.7551346278456,6430.10009765625,20.677753795450737,51.29243747313914,35.6168263918371,11.44923152345668,16.136859191905174,50.053098380046556,44.16162758258605,99.68202275908645
2013-04-30,26.42943381273919,1049.0283076017947,6583.10009765625,21.29364764080357,52.14954995475947,37.070386187951215,11.932161825758946,17.173199413951366,51.39422760726789,44.96163858158196,93.74849364569953
2013-05-31,26.371047488820405,1072.5540458819069,6215.5,20.298636730536806,54.28839999796146,38.04533777524616,12.227473084493697,16.19689225525736,50.47505975452133,44.97519849242587,88.08052584762822
2013-06-30,25.29880095758212,1053.8481960632892,6621.10009765625,18.92137723328093,53.71084846002484,37.364224317108004,11.916312221701425,15.530076795996356,49.56291142318449,44.819575983112095,78.14568878831324
2013-07-31,26.329985307008812,1086.7900955805285,6412.89990234375,19.086973623475462,56.403054309962016,38.85370751709661,12.377090492624838,16.287154446101592,48.831390586556076,44.113780531686764,82.4958096769617
2013-08-31,24.67906564419584,1009.9429438630959,6462.2001953125,17.84572400424552,52.62570944161544,35.93140051626853,11.594300107553487,15.091602128184764,46.45458467750616,42.27737357156907,83.25842888154695
2013-09-30,26.278145033295488,1049.253594747225,6731.39990234375,19.302265081082883,56.38985479681097,36.93531511718526,12.102544587198492,16.245425054819304,47.395868090906134,42.749142294245644,79.9817514699994
2013-11-30,27.159160961223574,1103.1874186714006,6650.60009765625,19.63514566540231,58.9383567449975,39.03116988213525,12.794990027187458,16.326254146356668,46.67703439112826,41.92113044823328,73.73683485331212
2013-12-31,27.283000465126094,1120.5497102429208,6749.10009765625,19.231987493340373,59.44107742745088,39.3825692478515,13.045956134764577,16.272492778115197,45.965697456433816,41.51653654795496,70.39658749501702
2014-01-31,26.229318864579934,1080.4634218860945,6510.39990234375,17.726347408320336,58.00326781069184,38.02101453867228,12.714311653878832,16.27005732072038,46.84531324659875,41.611673886279235,72.78894802811043
2014-02-28,27.274435231878073,1113.9777979983362,6809.7001953125,18.11257804191626,60.07025013335356,39.000042493167705,13.222388314564565,16.82201983095432,46.387686665522565,41.13389368609376,76.4558624181212
2014-03-31,27.214470531042306,1112.8814319806972,6780.0,18.666597322635457,58.999597752658204,39.49330240816279,12.987057016877879,17.291764798744893,45.95755677642934,40.76850399770938,73.47131236720328
2014-04-30,27.6444753627147,1124.134078501583,6844.5,18.885363162825236,57.15639300440941,40.3363061819232,13.100970582356528,17.61320304981232,46.51283423562994,40.9696018869629,74.120831350557
2014-05-31,27.74385549237801,1129.2509243354973,6743.89990234375,19.129035219925786,56.67588128195424,40.1682324197099,13.312306706947016,17.796405449044535,46.305246821651956,40.3804029677272,70.69963295314834
2014-06-30,28.06349849090064,1159.201551016046,6730.10009765625,19.57709575318982,60.10084198537611,41.04437148306251,13.657812372006422,18.310901115677503,46.614579815896505,40.643049605922535,75.71772714846276
2014-07-31,28.584065609112354,1163.6920578234947,6819.7998046875,20.386156465222058,57.32861111049238,41.44103739641516,13.793741773371385,18.436808391073168,47.39698523947299,41.39231585195485,74.37208794681385
2014-08-31,29.949923038238385,1233.4348408522367,6622.7001953125,21.413086640771034,61.623207075726086,43.83879571503686,14.68814530521511,19.31237080684638,48.968928468571036,42.35857457951399,76.25812531541405
2014-09-30,29.393288589004005,1232.6023688945656,6546.5,20.047520933301307,58.68279067771507,43.49512137410904,14.709862566447475,18.784442276298716,49.40451976929711,42.965050669645116,72.62660020776849
2014-11-30,30.90619693272739,1324.251489080888,6722.60009765625,20.516031665764817,64.35425049359888,46.70463038092266,16.03101860225867,19.623267402820442,51.50867656707291,44.19323162334345,71.80533142533889
2014-12-31,30.003683845900817,1322.4314755046298,6566.10009765625,19.47838481672346,66.15657998950098,46.796682211018094,15.849099528156552,19.178234069387877,51.51524900262353,44.17116223684299,72.95243893997855
2015-01-31,30.85345445481608,1323.815443147258,6749.39990234375,20.272583455001424,66.35392880017953,46.45801313801785,16.167587209658752,20.172722938563396,54.6356655030248,45.9539921780675,81.91771047300614
2015-02-28,31.776898575709637,1363.1898754468884,6946.7001953125,20.661586506464406,68.62364970168055,47.836430424159786,16.72547436642588,19.705769537710054,52.77310262502742,44.71062352692535,75.2426423967978
2015-03-31,31.335303970971616,1340.4476038114244,6960.60009765625,20.366987407222123,69.6762474645485,46.898301204026986,16.39799492913563,19.505613983598934,53.00363735723754,44.85556644859214,73.6766885436654
2015-04-30,32.46003926667959,1361.3792014218802,6984.39990234375,21.915768847967293,68.57537653913167,48.185643771998016,16.650481573219594,20.52075118729957,53.19243023082987,45.182328904742896,74.07094615889231
2015-05-31,31.608235208001155,1339.5623510919006,6521.0,20.4647437602382,68.26919720073612,47.251011866576526,16.500974698751175,19.712529414109284,51.57185756834674,44.0158516039148,72.52766218243106
2015-06-30,30.684837639034622,1322.1441213645876,6696.2998046875,19.87952923704422,69.36655162811698,46.45857439543645,16.253396400178307,18.721551679683785,51.43335150267593,44.389003205927665,72.01231675161185
2015-07-31,31.679097074706004,1364.5297214094817,6247.89990234375,18.990361698044612,69.13604512152295,47.4750271502008,17.114829692508028,19.27594206905638,52.497245393125475,44.94472338186272,68.056552828345
2015-08-31,30.02937884956249,1301.0866798905201,6061.60009765625,17.60941774096714,66.16387081938241,45.37000611698911,16.33947606549095,18.56897561902467,53.220952284181884,45.69331282068382,71.79073322550613
2015-09-30,28.48779667685149,1244.4290791797068,6361.10009765625,16.75814897967099,61.616003849557586,43.041416276217504,15.61637811210044,17.808509543463053,52.705279373389935,45.02195802356618,69.25917310229806
2015-11-30,31.296471523399706,1383.347807386831,6356.10009765625,17.827427120706087,69.14289038971317,47.98975489525417,17.639622606512294,18.265551834056698,53.90280625886106,46.004736046347745,67.77068556308046
2015-12-31,30.693802900448233,1379.2506437204108,6242.2998046875,17.1336950722015,66.35046336044537,47.51521789721726,17.539198267334477,17.661672827618073,54.4067888259999,46.59350985673123,68.46520595553899
2016-01-31,30.627651629417674,1361.951485782735,6083.7998046875,17.189859950704722,63.37368505832633,47.29048674797193,17.375438467302654,18.678793868173,57.61169898836319,48.83269671773454,75.07355171589988
2016-02-29,31.083279541846164,1393.9107066472864,6097.10009765625,17.52169073996963,64.98417558504585,48.88961126857268,17.725170649300658,19.24984309741273,59.60867454163719,50.2153169604258,85.58689548215146
2016-03-31,31.657159895075043,1409.1299586452662,6241.89990234375,18.77024455630843,66.36601402283334,49.25572244537388,17.871963761026596,19.82775526688108,57.0279566090097,47.68552003651039,80.48105501709549
2016-04-30,32.04130330485412,1411.1988974316575,6230.7998046875,18.82382870440889,67.59531636527137,50.47878997685877,17.704940786638854,20.249228014814946,57.103411559536326,47.64212404056761,84.48881116317865
