month,p10,p25,p50,p75,p90
2028-12-01,10174.310136794053,10813.661353599775,11581.432418409597,12430.519790521525,13257.6923802387
2029-01-01,10624.939858066426,11317.837018116745,12140.956161396956,13002.944599348199,13905.420062708168
2029-02-01,11071.69707371094,11819.984527898967,12685.099081928267,13624.926036935794,14543.328904495282
2029-03-01,11531.861807696841,12312.623910182396,13241.630285610609,14221.256497113216,15192.264626882212
2029-04-01,11988.805971966945,12803.571936501596,13788.329756600539,14807.09359726284,15830.180445805585
2029-05-01,12464.05513952548,13307.178261460782,14324.066530296232,15411.965678816585,16526.44897461786
2029-06-01,12919.01452940244,13819.005792961281,14899.61657171644,16018.680909733004,17206.192369754535
2029-07-01,13398.128922736834,14356.962692382338,15460.139812677797,16660.38572645148,17876.165870436376
2029-08-01,13840.697105185021,14845.496721552714,15995.108589820724,17278.769090033777,18543.143137622705
2029-09-01,14267.693934531078,15305.662558584747,16576.719725079703,17916.332035294265,19268.983471769014
2029-10-01,14748.176692149002,15817.391131645123,17150.352470320537,18563.459285952544,19947.3197642892
2029-11-01,15211.951535572285,16333.214158997871,17712.845037360996,19164.55954194851,20616.062568646386
2029-12-01,15686.241328207785,16803.38491443971,18253.988908540414,19779.062379268296,21324.987872889633
2030-01-01,16114.497348614072,17345.552652674494,18825.011690926935,20444.608920891074,22072.481787215227
2030-02-01,16583.424085249804,17849.64049279433,19365.018146954433,21094.20151820579,22783.741584430663
2030-03-01,17038.33828248849,18354.429530457302,19961.128422573544,21731.193933642113,23520.97122643127
2030-04-01,17477.40048657577,18854.40178945232,20509.67360414395,22350.443576986614,24233.199556644187
2030-05-01,17945.0204632093,19386.158971168203,21047.686411117407,23018.062770952933,24934.808765866543
2030-06-01,18447.42963244028,19870.43069829639,21672.14308907822,23653.122252622426,25734.914738019026
2030-07-01,18852.1205737953,20395.11689912627,22199.052232842634,24309.53366883047,26429.75920051826
2030-08-01,19327.823555967272,20908.857787695368,22808.28236993747,24946.107713628142,27186.25012935258
2030-09-01,20868.555606201633,22523.8130099578,24516.006615699425,26739.553155854148,29082.628010815282
2030-10-01,22356.123908619466,24103.63154491588,26191.973787755072,28505.801537245243,30903.341423783855
2030-11-01,23891.605718713872,25742.82479945859,27864.751356310007,30292.76533237562,32813.68083421359
2030-12-01,25458.6641364905,27340.361549519024,29619.50892167054,32129.03751826073,34701.95932920482
2031-01-01,27012.485929113118,28919.937299593388,31316.214387249354,33895.738800918676,36566.335182190545
2031-02-01,28486.55288763648,30517.506116261895,33023.02910838288,35725.96470123367,38515.57299552023
2031-03-01,29965.13440202956,32074.64762741971,34727.606140512864,37542.38826193338,40517.36221611777
2031-04-01,31442.44743407992,33720.51901444605,36414.53982204246,39429.423842241624,42484.934377057456
2031-05-01,33006.04971246968,35288.611928675615,38113.83896568096,41336.00461896906,44619.8686934508
2031-06-01,34512.44630316406,36974.028671939755,39875.59650790978,43240.16669545263,46615.961955235995
2031-07-01,35961.67240922208,38524.19227360595,41669.26747469978,45093.97299302663,48608.84064686166
2031-08-01,37510.931975869644,40119.82370486876,43376.959737307,47032.337693090885,50647.3492646092
2031-09-01,38965.93272116726,41763.28343127782,45045.012399109095,48980.527347400915,52746.31169827171
2031-10-01,40459.251844125225,43410.74254891146,46856.19409657725,50856.93076016388,54884.717663403106
2031-11-01,41909.22374113597,45040.25579588453,48596.7686344932,52837.257519657825,56912.443532494326
2031-12-01,43430.32956950128,46496.92735033776,50484.91393802015,54828.644664538784,59163.59981994859
2032-01-01,44856.34356018497,48165.76939219619,52263.7654150802,56800.88298032695,61322.255870243556
2032-02-01,46304.279593496365,49845.362321630404,54045.90450788244,58786.50473825347,63627.30493366478
2032-03-01,47881.01499023146,51416.80130249401,55792.59884327672,60788.668854130156,65772.21783173374
2032-04-01,49412.116302918344,53027.061188031774,57631.41270171359,62843.91299922082,68252.41834449711
2032-05-01,50760.76527707611,54704.148255506574,59407.22899983106,64950.45573092381,70394.25508661018
2032-06-01,52444.49804793571,56441.083062008634,61198.61982116084,66947.83714359708,72487.32851714335
2032-07-01,54009.34983280558,58072.39666757389,63093.917093915305,68984.89549146118,74661.34661801816
2032-08-01,55352.19551976987,59768.64296109403,64904.06746065671,70915.30311830441,77075.25462649815
2032-09-01,56935.11206072788,61306.88273117798,66888.26719707163,73033.02292412243,79566.42517476628
2032-10-01,58378.68342070569,62938.62968783876,68755.32476478108,75087.06179920986,81649.15197876032
2032-11-01,59844.577709306504,64512.516455287725,70581.61586917675,77263.00931123138,84159.4123694474
2032-12-01,61203.66281010623,66181.0509499669,72372.58356387712,79326.32364042892,86379.44963202534
2033-01-01,62770.22709771941,67787.32492631982,74220.27495938576,81532.95338796188,88757.92172702127
2033-02-01,64308.40067120383,69496.92154589566,76124.43950429423,83646.66755537738,91115.2477933266
2033-03-01,65819.23802620413,71242.58539809372,77950.88209337954,85837.78625242334,93589.9256213171
2033-04-01,67034.65200966642,72748.43896700411,79764.8010350997,87885.8433772401,95957.38904376623
2033-05-01,68596.2596094728,74416.31027720979,81653.74420225277,89973.60272749726,98373.92411112638
2033-06-01,70020.22303891282,76006.73487438311,83600.06285940215,92211.89161410664,100788.07374687528
2033-07-01,71523.10838779475,77637.51464747575,85471.80184459194,94268.2035423214,103435.3751084471
2033-08-01,72910.26586205798,79310.7120587394,87303.32327918797,96509.4866237805,105851.58785809983
2033-09-01,74307.03471616714,81055.83091170542,89237.56444829033,98790.29140262239,108134.95927565474
2033-10-01,75800.7949114222,82894.02377237673,91279.10036002297,100838.58909847193,110561.20100342401
2033-11-01,77325.44219656372,84457.28169062585,93102.05443463923,103139.23785531055,113337.63196590713
2033-12-01,78508.4409548166,85964.77550707974,95082.96867699696,105526.61313434213,115950.54013710619
2034-01-01,80074.82632709619,87530.38805089008,97009.74025634992,107608.46006043864,118247.87039950982
2034-02-01,81438.54762092276,89138.5954008674,98949.16071475486,109870.59770106131,120719.32059885094
2034-03-01,82999.26135784404,91013.76145677868,100831.41255093159,112149.58758942276,123185.8317802625
2034-04-01,84538.03206646904,92730.40651020793,102738.19199413515,114438.48161374526,125819.20156728923
2034-05-01,85869.62083037257,94284.66062418651,104756.47757305468,116867.2963138607,128543.66794198597
2034-06-01,87492.50400390005,95956.75768451561,106630.72008707194,118802.84663457672,131433.86924870222
2034-07-01,88933.35103218237,97596.98490823334,108650.94430191607,120973.9248108673,133837.40609615087
2034-08-01,90419.11075159394,99478.99623669765,110645.08929489073,123428.49208455073,136414.38604713738
2034-09-01,91912.78572962475,101039.36140016426,112769.0900164255,125712.83018255394,139652.89774056958
2034-10-01,93228.58750730418,102745.56018005522,114687.78061181173,128255.28932920177,142208.22350253386
2034-11-01,94531.74875858637,104505.36539462038,116675.01761369195,130646.83102193632,144731.0012962793
2034-12-01,96119.12402111072,106091.2114999189,118647.6032951254,132816.4460513317,147794.7456134635
2035-01-01,97604.8068608959,107773.45217332308,120453.57219159455,135332.66153429294,150692.36410438636
2035-02-01,99135.34357412257,109547.9649089895,122715.08291700174,137532.67263672515,153455.27221460216
2035-03-01,100950.51096930885,111352.70726656537,124570.62326926654,139868.0273581286,156016.8890031447
2035-04-01,102216.62726394646,113070.42726130721,126775.78161284406,142054.6260257662,159308.54954534292
2035-05-01,103537.25528760543,114610.5615977557,128800.01087848534,144788.69043721352,161965.67061033894
2035-06-01,105149.01980114821,116374.30011701482,130657.74878808451,147366.42931454247,165127.0888758956
2035-07-01,106447.81659156189,118216.15185683823,132912.23982787493,149551.37561688735,168112.64803588708
2035-08-01,108092.80322227128,120022.2903586312,134923.23854604192,152210.6280646773,170964.99581107832
2035-09-01,109487.97503708761,121361.06509242469,137106.18330800085,154670.049499165,173655.7064617533
2035-10-01,110949.43554715705,123176.82467982473,139181.81213365486,157250.87989755196,176594.0300184516
2035-11-01,112567.47905325828,125044.21712820484,141071.92570223875,159748.98066519923,179646.59978387444
2035-12-01,114111.95737023004,126858.99962269691,143132.8464072803,162493.532085903,182513.9294503377
2036-01-01,115581.38385052966,128302.35612470127,144963.58434817812,165119.6587212478,185510.348389377
2036-02-01,116975.03854439981,130224.58396990868,147194.08266111923,167394.2450317703,188888.2682800926
2036-03-01,118386.18380417355,131744.93049967344,149377.81471176504,169821.54099746095,191724.41625398592
2036-04-01,119881.93701922696,133432.6828030037,151565.61516632678,172524.58518112847,195127.72802000653
2036-05-01,121293.86475589669,135212.89450432383,153315.2784519542,175403.9589511979,198199.04280240505
2036-06-01,122650.9300890541,137338.71453159282,155700.4959092842,177371.24764375176,200951.05411119308
2036-07-01,124166.34701693943,139091.9784843169,157842.63278962742,180911.47427022932,204666.53570925843
2036-08-01,125510.76898370178,140685.75265659328,159982.59114391054,183446.95620900783,207583.34269046874
2036-09-01,127458.07719819184,142449.48392184172,161800.96598058182,186061.7178388465,211117.53378790955
2036-10-01,128844.25590309364,144246.3942108031,164061.29785559062,188193.42768195033,214139.03655014758
2036-11-01,130237.66729298617,146094.24957567957,166244.6128632368,190544.87835449647,217078.50686245743
2036-12-01,131820.11275929422,147864.16330401436,168548.14583894826,193461.97417587004,220170.7527271736
2037-01-01,133394.40080285614,149607.87589663698,170784.4022458995,196111.45582229318,223186.17498482438
2037-02-01,135203.6568895149,151307.9525864589,173135.07538636134,198676.60416702952,226415.06433047834
2037-03-01,136733.38086857297,153145.49319225532,175444.05077216477,201300.31040108137,229041.6682612817
2037-04-01,138143.82807952282,155212.42014250506,177350.9391523653,204419.44472155764,232568.50313123933
2037-05-01,139750.09899559704,156933.54330551944,179788.45354352205,206928.3358711808,236668.99339208487
2037-06-01,141387.54096656962,158850.5650039697,182148.69663777677,209298.7706493258,239613.17129644737
2037-07-01,142869.79957769896,160586.575132102,184273.285843052,212143.0276518309,243093.78993505574
2037-08-01,144213.22786054443,162678.18782482806,186247.15261764423,214992.33037529537,246023.2525560845
2037-09-01,145456.76790903442,164229.72008875455,188673.87153544955,217930.86233446718,249254.83055692405
2037-10-01,147397.34135138534,166398.24846678192,190702.96516376032,221265.90478190646,252744.17471733934
2037-11-01,148938.19030316727,167801.73670790368,193109.31542993672,223265.30949833823,255910.84465645158
2037-12-01,150657.35370101797,170001.97529429616,195504.2256502965,226485.84912516503,259170.73027489454
2038-01-01,151885.86348491005,172153.8990761386,197826.3345012165,228593.5347708825,263614.881277344
2038-02-01,152954.36580147728,173482.6230328565,200228.38156259694,232073.99145067445,266486.1704124219
2038-03-01,154944.46987490833,175858.33511609907,202697.44710743884,235002.8507947811,269475.61976864125
2038-04-01,156258.8004118418,177549.16226227948,204751.76615325763,238064.1255663805,273766.1359118439
2038-05-01,157755.05815927885,179140.25136439968,207453.98775756627,240329.3453802707,276693.3573156065
2038-06-01,159315.35036877418,181073.31559452525,209930.66712017433,244124.9911285107,280270.66851757414
2038-07-01,160999.84455366342,183126.99230386043,212297.69216670917,246776.3315848479,283444.8069807962
2038-08-01,162963.5552582591,184901.6656135191,214254.07006462532,249891.13183100868,286575.52682684804
2038-09-01,164617.43953608317,186962.3025069277,216984.3077192179,252715.81488181005,290271.47521870356
2038-10-01,165945.47124332996,188657.3340308188,219437.27284147523,256078.51522080894,294778.1170824403
2038-11-01,167534.74668924024,190791.38213302105,221679.77515012835,258799.62830043095,298427.55372539605
2038-12-01,169127.07886047958,192848.19030726774,224316.90658086108,262444.09516726667,301520.47148924455
2039-01-01,170854.66875218228,194701.16059225542,226667.55549407058,265073.5038544831,304935.44104359683
2039-02-01,172278.01703976298,196879.40769398335,228574.26069627883,268130.96434460336,309374.82117531006
2039-03-01,173308.00616968665,197815.95406946106,231488.3851400414,270258.2188520437,313499.24141639797
2039-04-01,174261.17444879626,200283.54333972975,233915.77147423127,273646.60952891613,317767.10655922466
2039-05-01,176319.8758976328,201920.92516151347,236092.8841512104,276709.8395935278,321058.14614115906
2039-06-01,177940.13001539494,203816.670613988,238707.5027853837,279308.06477987,324101.9524058641
2039-07-01,179313.65119369607,206108.3681956078,241541.71198466077,282890.40986388165,327863.07572231523
2039-08-01,181507.6455321789,208042.89873854624,243593.04451064486,285655.38221476413,331631.3940109554
2039-09-01,182525.42818668133,210008.6249247547,246308.37290224113,288611.7666123569,334974.3836193566
2039-10-01,184161.2891789808,211642.85487652436,248662.61874792533,291839.93451986054,339537.09841480764
2039-11-01,185796.2998316921,213831.1238672575,250583.84514761023,294112.0670247511,341944.6359798581
2039-12-01,186855.90161100592,215691.8920934774,253143.21613889813,297640.4648888179,346488.03258539253
2040-01-01,188602.99714862223,217565.40773508168,255708.96034393483,300365.9343850814,350385.967393958
2040-02-01,191043.52194448694,220519.95190246354,258093.58540984394,302663.3317331538,354560.21801865054
2040-03-01,191946.83620304285,222242.02305125553,260547.34484105933,306528.9763712988,358204.79544066556
2040-04-01,194148.02093264594,224158.16571990369,263180.9032837284,309647.15266133996,362319.368607662
2040-05-01,196016.88830086347,225965.44152734615,265243.90982358274,313332.7276805856,366530.9430586397
2040-06-01,198239.66044657785,227762.24187116296,267771.9341296096,316195.7906498649,369497.0442892797
2040-07-01,199384.57581140142,230240.68700386243,270303.0949799123,319153.71808647877,373385.77165636286
2040-08-01,200916.76626394107,232595.47976731925,272575.73324247473,321644.52361627657,376548.1127985568
2040-09-01,203370.0071665413,234468.2936093044,275111.5780805336,325223.51858426374,380638.93505105167
2040-10-01,204822.67022634522,236576.63952262688,278251.55212380993,328263.1437000997,385008.78437587054
2040-11-01,206681.90587616625,238705.6712951779,280076.37832900544,331383.9428025557,389134.048190518
2040-12-01,208447.56774381502,240462.80367357616,283134.5555111434,334674.00133845,392057.54716688994
2041-01-01,210838.23148916897,242263.97871377104,285744.9374444261,337948.60436020547,396688.12380163244
2041-02-01,212131.25736060351,244592.690615713,288631.08361208497,341324.344577478,400779.85455134546
2041-03-01,214316.1022249332,246940.25142386698,290895.86751769437,344337.09126572026,403251.4660695102
2041-04-01,216105.96811424737,248908.006223902,293943.6771096587,348456.04451782396,408382.92298423924
2041-05-01,217460.45161923495,250989.1229508751,296217.2344703957,351355.27501875657,413780.2346742518
2041-06-01,218430.03222309976,253577.89761872962,298631.5540463467,355039.16301075404,417706.7147911753
2041-07-01,220437.6577155014,255720.7471740652,300840.26211170026,357991.6211651707,422724.1857842644
2041-08-01,222252.8354846182,257519.70344638784,303770.4863315543,361780.4105222805,426348.8077638408
2041-09-01,223341.40945540625,259360.21051103732,306817.44626778754,365655.9012128033,431978.5484323677
2041-10-01,225645.75837873752,261784.3144559261,309216.27378868096,369398.1330593264,435291.61900160863
2041-11-01,227700.20666880006,263944.6494719892,311478.9580915754,372391.4854951667,439476.76163312746
2041-12-01,229055.70884316714,265825.9800898534,314548.65029658657,375525.95037151844,445091.0885050107
2042-01-01,230546.53996285552,268580.60088370496,316572.2655022239,378171.6599989158,448138.6700363815
2042-02-01,232094.4805032776,269856.5609240212,320138.2043394692,381843.07789776695,450693.18958891096
2042-03-01,233967.65408310192,272155.4414680212,322726.25216544105,385671.97490960977,456477.44336689665
2042-04-01,235734.60428030542,274049.71872111334,325287.793582138,389498.46828898025,460828.85780498275
2042-05-01,237397.11473210706,276281.4383346139,327862.0138243538,392902.5701061928,464065.6051003408
2042-06-01,239044.7435787639,278521.81014227174,330840.7316826975,395021.2975344352,469915.80192190845
2042-07-01,241666.31053046498,280802.40414515254,333744.8116519319,399454.15380728734,473350.47130413796
2042-08-01,243085.65172056688,283071.88781552704,336278.44895552774,402610.71669742855,477385.6378942516
2042-09-01,244148.23562497582,284633.0782344468,338751.46260082343,405952.7094908085,482234.8296717623
2042-10-01,246601.69495802055,287153.6579002638,341807.17595820624,408981.75137481274,487053.2502931853
2042-11-01,248458.45115130744,289274.03228849417,345589.90300507366,412618.6682796836,492306.9724772976
2042-12-01,249982.94991344705,290376.75581940997,348018.7194533112,415482.77407208097,498040.163732983
2043-01-01,251604.87924460697,292959.4009395209,350915.39345896005,419481.31005116925,500076.39400299377
